Age,Gender,Income,City,Employment,WorkHours,Commute,DinnersCooked,EnjoysCooking,CookingSkill,CookingChallenges,DinnerTime,WhoCooks,CuisinePreferences,MealType,NonVegFrequency,DietGoals,Allergies,HealthImportance,CalorieTracking,OrderFrequency,SpendOutside,SpendMealKit,PaymentMode,TryMealKit,DeliveryPref,MealFreqSub,DesiredFeatures,ContinueService,ReferService,ReferralIncentive
30,Female,1L–1.5L,Pune,Full-time,8–10,30–60 min,1–2,No,2,"Waste of ingredients, Not cost-effective, No skills, Don't enjoy it, No time, No ideas, Too tired, Grocery hassle",7–8 PM,Self,"Vegan, Continental, Keto/High-protein, North Indian, Thai, Fusion",Non-Vegetarian,1–2,"Weight loss, Quick meal-prep, Low-calorie, Diabetes-friendly, High-protein, Low-carb",None,3,Never,Never,150–250,₹200,Wallets,Definitely,Daily,3–4,"Customizable, Nutrition labels, Loyalty points, App-based tracking, Cancel-anytime, Recipe variety, Family plans, No cleanup",Maybe,Maybe,Discounts
28,Male,1L–1.5L,Chennai,Homemaker,6–8,60+ min,1–2,Yes,4,"Not cost-effective, Too tired, Don't enjoy it, Portioning issues, Grocery hassle, No time, Waste of ingredients, No skills",8–9 PM,Self,"South Indian, Chinese, Keto/High-protein, Fusion",Vegetarian,1–2,"Diabetes-friendly, Immune boost, Sustainable eating, Low-calorie, Low-carb, Gut health",Soy,4,Never,1–2 times,250–400,₹250,UPI,Definitely,On-demand,3–4,"Cancel-anytime, Family plans, Loyalty points, App-based tracking",Definitely,Definitely,Discounts
33,Male,50k–75k,Other,Consultant,6–8,30–60 min,5–6,Only on weekends,4,"No time, Grocery hassle, No ideas, Not cost-effective, Waste of ingredients, Cleaning up",7–8 PM,Self,"Healthy Superfoods, Keto/High-protein, Fusion, South Indian, Thai, Vegan, North Indian, Italian",Vegetarian,Never,"Muscle gain, Immune boost, Balanced meals, Gut health, Low-calorie",None,2,Never,Never,150–250,₹250,UPI,Definitely,On-demand,1–2,"Family plans, App-based tracking, Nutrition labels, Recipe variety, Customizable, Cancel-anytime",Definitely,No,Discounts
26,Female,1.5L+,Other,Homemaker,6–8,15–30 min,3–4,Yes,1,"Not cost-effective, No skills, No ideas, No time, Portioning issues, Too tired, Don't enjoy it, Grocery hassle",8–9 PM,Self,"Vegan, Chinese, Thai, South Indian, Asian, Continental, Italian",Non-Vegetarian,1–2,"Low-calorie, Gluten-free, Sustainable eating, Low-carb, Weight loss",None,3,Regularly,5+,150–250,₹250,UPI,Maybe,3x/week,5–6,"Cancel-anytime, Customizable, Loyalty points, No cleanup, Nutrition labels, App-based tracking, Easy cooking, Recipe variety",Maybe,Definitely,Discounts
33,Female,1.5L+,Delhi NCR,Part-time,6–8,30–60 min,Daily,Yes,3,"No skills, Too tired, Cleaning up, Not cost-effective, Waste of ingredients, No ideas, No time",7–8 PM,Parent,"Continental, Italian, Chinese, Mexican, Healthy Superfoods",Vegan,Never,"Sustainable eating, Muscle gain, Gluten-free, Weight loss, Low-carb, Immune boost, Diabetes-friendly, High-protein",None,4,Occasionally,5+,250–400,₹200,Debit Card,Definitely,Weekly batch,3–4,"Nutrition labels, Easy cooking, Customizable, Loyalty points, Fast delivery, No cleanup",Definitely,Maybe,Discounts
25,Female,30k–50k,Delhi NCR,Full-time,6–8,60+ min,1–2,No,3,"Don't enjoy it, Waste of ingredients, No skills, No ideas, Cleaning up, Not cost-effective, Grocery hassle",8–9 PM,Self,"Italian, Keto/High-protein, South Indian, Chinese, Healthy Superfoods, Continental, Fusion, Mexican",Mixed,5+,"Immune boost, Balanced meals, Gut health, High-protein, Muscle gain",None,4,Never,5+,250–400,₹250,Credit Card,Definitely,On-demand,5–6,"Nutrition labels, No cleanup, Cancel-anytime, Recipe variety, Loyalty points, Family plans",Maybe,Maybe,Free meals
36,Female,30k–50k,Mumbai,Part-time,6–8,30–60 min,3–4,No,1,"Cleaning up, Too tired, No time, Grocery hassle, No skills, Not cost-effective, Portioning issues, Waste of ingredients",8–9 PM,Hired help,"Mexican, Keto/High-protein, Healthy Superfoods, Vegan, North Indian, Thai, Chinese, Asian",Vegetarian,Never,"Gut health, Immune boost, Low-carb, Sustainable eating, Diabetes-friendly, Gluten-free, Low-calorie",None,4,Regularly,1–2 times,<150,₹200,Credit Card,Unlikely,3x/week,1–2,"No cleanup, Cancel-anytime, Family plans, Fast delivery, Easy cooking",Maybe,Definitely,Free meals
27,Prefer not to say,30k–50k,Bangalore,Student,8–10,30–60 min,5–6,Only on weekends,2,"Don't enjoy it, Too tired, No ideas, Not cost-effective",8–9 PM,Self,"Chinese, Fusion, Vegan, Keto/High-protein",Vegan,1–2,"Quick meal-prep, Low-carb, Gut health, Low-calorie, Balanced meals",Soy,4,Occasionally,1–2 times,150–250,₹250,Debit Card,Definitely,Weekly batch,5–6,"App-based tracking, Easy cooking, Family plans, Fast delivery, No cleanup, Customizable",Definitely,Definitely,Discounts
33,Female,50k–75k,Pune,Full-time,6–8,60+ min,3–4,No,2,"Cleaning up, Waste of ingredients, Portioning issues, No time, No ideas, No skills, Don't enjoy it, Too tired",7–8 PM,Partner,"Mexican, Keto/High-protein, South Indian, North Indian, Vegan, Healthy Superfoods",Non-Vegetarian,3–4,"Quick meal-prep, Muscle gain, Balanced meals, Gut health, Sustainable eating, Gluten-free, Low-carb, Low-calorie",Nuts,4,Never,1–2 times,250–400,₹150,Cash,Maybe,Weekly batch,5–6,"Recipe variety, App-based tracking, Fast delivery, Easy cooking, Cancel-anytime, Customizable, Family plans, Loyalty points",Definitely,Definitely,Free meals
25,Male,50k–75k,Hyderabad,Homemaker,8–10,<15 min,Daily,Only on weekends,4,"No skills, Too tired, Cleaning up, Portioning issues, Not cost-effective, Waste of ingredients, Don't enjoy it, No time",8–9 PM,Self,"Thai, Continental, Asian, Healthy Superfoods, Vegan, South Indian, Mexican",Vegetarian,1–2,"Quick meal-prep, Balanced meals, Low-carb, Diabetes-friendly, Gut health",None,3,Regularly,1–2 times,>400,₹200,Cash,Definitely,On-demand,Daily,"App-based tracking, Loyalty points, Family plans, Recipe variety, No cleanup, Cancel-anytime",Definitely,Maybe,Discounts
38,Female,1L–1.5L,Bangalore,Homemaker,8–10,15–30 min,5–6,No,2,"Don't enjoy it, Waste of ingredients, Portioning issues, No ideas, Cleaning up, Grocery hassle",7–8 PM,Alternates,"Healthy Superfoods, Vegan, Fusion, North Indian",Non-Vegetarian,1–2,"Gut health, Balanced meals, Low-calorie, Weight loss",None,3,Occasionally,3–4 times,150–250,₹200,UPI,Unlikely,Weekly batch,5–6,"Loyalty points, Fast delivery, App-based tracking, No cleanup",Definitely,Maybe,Free meals
29,Male,1.5L+,Chennai,Part-time,6–8,<15 min,Daily,No,3,"No time, Waste of ingredients, No ideas, Too tired, Portioning issues, Cleaning up, Don't enjoy it",8–9 PM,Partner,"Healthy Superfoods, Mexican, Continental, Fusion",Mixed,3–4,"High-protein, Low-calorie, Muscle gain, Immune boost, Diabetes-friendly",None,3,Occasionally,5+,250–400,₹250,Credit Card,Definitely,On-demand,5–6,"Recipe variety, Fast delivery, Easy cooking, No cleanup",Definitely,Definitely,Discounts
36,Male,75k–1L,Pune,Freelancer,8–10,15–30 min,3–4,Yes,2,"Portioning issues, Too tired, Waste of ingredients, Not cost-effective, Don't enjoy it, Grocery hassle, No time, No skills",8–9 PM,Self,"Continental, Fusion, Keto/High-protein, Italian, Thai, Mexican",Eggetarian,1–2,"High-protein, Gut health, Immune boost, Sustainable eating",Lactose,2,Never,3–4 times,<150,₹150,UPI,Definitely,3x/week,5–6,"App-based tracking, Recipe variety, Nutrition labels, Customizable, Loyalty points, No cleanup, Easy cooking, Fast delivery",Definitely,Maybe,Discounts
30,Female,30k–50k,Chennai,Consultant,6–8,15–30 min,3–4,Yes,1,"No ideas, Don't enjoy it, Not cost-effective, Cleaning up, Portioning issues",After 9 PM,Hired help,"North Indian, Keto/High-protein, Italian, Continental, Mexican, Asian, Fusion, Thai",Vegan,3–4,"Gut health, Low-carb, Weight loss, Gluten-free, Quick meal-prep, Diabetes-friendly",None,4,Occasionally,Never,>400,₹250,Debit Card,Definitely,3x/week,3–4,"Loyalty points, Cancel-anytime, App-based tracking, Recipe variety, Nutrition labels, No cleanup, Fast delivery",Maybe,Definitely,Not important
27,Female,50k–75k,Delhi NCR,Full-time,10+,30–60 min,3–4,Only on weekends,3,"No ideas, Cleaning up, Not cost-effective, No skills, No time, Too tired, Portioning issues, Don't enjoy it",After 9 PM,Parent,"North Indian, Mexican, Chinese, Thai, Italian, Continental, Healthy Superfoods",Non-Vegetarian,1–2,"Quick meal-prep, Weight loss, Gut health, Sustainable eating, Low-calorie, Muscle gain, Balanced meals, High-protein",None,3,Occasionally,3–4 times,150–250,₹150,Credit Card,Definitely,Weekly batch,3–4,"Nutrition labels, Family plans, Customizable, No cleanup, Recipe variety, Loyalty points",Definitely,Definitely,Free meals
32,Female,75k–1L,Other,Homemaker,<6,<15 min,None,No,3,"No ideas, Don't enjoy it, No skills, Not cost-effective, Waste of ingredients, Portioning issues, No time, Too tired",8–9 PM,Self,"Mexican, Italian, Asian, Healthy Superfoods, Continental, South Indian",Vegetarian,Never,"High-protein, Gluten-free, Diabetes-friendly, Quick meal-prep, Low-carb",Lactose,4,Never,Never,250–400,₹200,UPI,Unlikely,3x/week,1–2,"Fast delivery, Family plans, Easy cooking, Cancel-anytime, No cleanup, Loyalty points, Customizable, Recipe variety",Definitely,Definitely,Discounts
32,Male,50k–75k,Mumbai,Full-time,6–8,30–60 min,1–2,No,2,"No ideas, No time, Grocery hassle, Portioning issues, Cleaning up, Too tired, No skills, Not cost-effective",8–9 PM,Self,"North Indian, South Indian, Mexican, Asian",Vegetarian,1–2,"Sustainable eating, Immune boost, Diabetes-friendly, Gut health, Gluten-free, High-protein",None,2,Never,1–2 times,150–250,₹150,UPI,Definitely,Daily,Daily,"Loyalty points, Family plans, Fast delivery, Easy cooking, App-based tracking, Customizable, Recipe variety, Nutrition labels",Definitely,Definitely,Free meals
29,Female,75k–1L,Hyderabad,Full-time,10+,30–60 min,5–6,Yes,2,"Don't enjoy it, Not cost-effective, Too tired, No skills",8–9 PM,Hired help,"Fusion, South Indian, Continental, Mexican, Italian, North Indian, Chinese, Thai",Vegetarian,1–2,"Immune boost, Gluten-free, Gut health, Muscle gain, High-protein, Quick meal-prep, Sustainable eating",None,4,Occasionally,3–4 times,250–400,₹300+,UPI,Maybe,On-demand,Daily,"App-based tracking, Recipe variety, Loyalty points, Nutrition labels, Cancel-anytime",Definitely,Definitely,Not important
31,Male,75k–1L,Bangalore,Full-time,6–8,15–30 min,3–4,Only on weekends,3,"Not cost-effective, No skills, Grocery hassle, Too tired, Cleaning up, Waste of ingredients, Portioning issues, No ideas",7–8 PM,Self,"Mexican, Italian, Thai, North Indian, Fusion, Asian, Continental",Mixed,5+,"Gut health, Low-carb, Low-calorie, Muscle gain, Quick meal-prep, Weight loss, High-protein, Immune boost",None,3,Never,3–4 times,150–250,₹200,UPI,Maybe,3x/week,5–6,"Nutrition labels, No cleanup, Recipe variety, Family plans, Cancel-anytime, Fast delivery, App-based tracking",Definitely,Definitely,Free meals
32,Male,1L–1.5L,Delhi NCR,Homemaker,8–10,60+ min,Daily,No,4,"Waste of ingredients, Not cost-effective, Portioning issues, Don't enjoy it, Cleaning up, No ideas, No time, Grocery hassle",7–8 PM,Hired help,"Continental, Chinese, North Indian, Vegan, Healthy Superfoods, Mexican",Eggetarian,Never,"High-protein, Weight loss, Sustainable eating, Low-calorie, Immune boost, Quick meal-prep, Low-carb, Gut health",Lactose,4,Never,Never,<150,₹200,Credit Card,Maybe,Weekly batch,5–6,"Family plans, Cancel-anytime, App-based tracking, Customizable, Easy cooking, Fast delivery",Definitely,Maybe,Discounts
32,Male,50k–75k,Other,Full-time,8–10,15–30 min,5–6,Yes,2,"Waste of ingredients, Grocery hassle, Not cost-effective, No time, Too tired, Portioning issues",8–9 PM,Partner,"Thai, North Indian, Mexican, South Indian, Asian, Keto/High-protein",Eggetarian,3–4,"Quick meal-prep, Weight loss, High-protein, Immune boost, Sustainable eating, Gluten-free, Low-carb",Soy,3,Never,5+,150–250,₹200,UPI,Maybe,Weekly batch,3–4,"Easy cooking, Fast delivery, No cleanup, App-based tracking, Cancel-anytime",Definitely,Maybe,Discounts
28,Male,<30k,Chennai,Full-time,8–10,60+ min,5–6,Yes,2,"Too tired, No skills, No time, Not cost-effective, Waste of ingredients, Portioning issues, Grocery hassle, Cleaning up",8–9 PM,Parent,"Keto/High-protein, Mexican, Asian, Chinese",Vegetarian,3–4,"Immune boost, Sustainable eating, Gut health, Gluten-free, Diabetes-friendly, Balanced meals, Low-carb",None,4,Never,3–4 times,>400,₹150,Cash,Definitely,On-demand,5–6,"Easy cooking, Fast delivery, Family plans, App-based tracking, Recipe variety, Cancel-anytime, Loyalty points, No cleanup",Definitely,Definitely,Not important
31,Female,75k–1L,Bangalore,Consultant,<6,15–30 min,Daily,Yes,1,"No time, No skills, Waste of ingredients, Grocery hassle",7–8 PM,Partner,"Mexican, North Indian, Keto/High-protein, Thai, Vegan, South Indian, Italian",Non-Vegetarian,Never,"Gut health, Muscle gain, Diabetes-friendly, High-protein, Sustainable eating, Gluten-free, Balanced meals",None,5,Never,1–2 times,150–250,₹150,Credit Card,Maybe,Weekly batch,5–6,"Nutrition labels, No cleanup, Family plans, Loyalty points, Customizable",Definitely,Maybe,Free meals
34,Female,75k–1L,Delhi NCR,Freelancer,6–8,60+ min,3–4,Only on weekends,1,"No ideas, No time, Don't enjoy it, Cleaning up, No skills, Portioning issues",8–9 PM,Hired help,"Chinese, Asian, Healthy Superfoods, South Indian, Keto/High-protein, Italian",Eggetarian,1–2,"Weight loss, Sustainable eating, Gut health, Diabetes-friendly, Muscle gain, Quick meal-prep, Balanced meals, Immune boost",None,3,Occasionally,1–2 times,150–250,₹150,Credit Card,Maybe,Weekly batch,5–6,"Fast delivery, Customizable, Nutrition labels, No cleanup, Cancel-anytime, Loyalty points",Maybe,Definitely,Discounts
33,Female,50k–75k,Other,Full-time,6–8,30–60 min,1–2,Yes,4,"Not cost-effective, Portioning issues, Grocery hassle, No time, Don't enjoy it, Too tired, Cleaning up, No skills",8–9 PM,Self,"Thai, Keto/High-protein, Asian, Chinese, Mexican, North Indian, Continental",Mixed,3–4,"Gluten-free, Immune boost, High-protein, Weight loss",None,2,Never,1–2 times,150–250,₹300+,Credit Card,Unlikely,On-demand,1–2,"Customizable, Fast delivery, Cancel-anytime, App-based tracking, Recipe variety",Definitely,Maybe,Free meals
37,Male,1L–1.5L,Pune,Full-time,6–8,15–30 min,5–6,Yes,4,"Don't enjoy it, Portioning issues, Too tired, No time, Not cost-effective, Cleaning up, Grocery hassle",8–9 PM,Self,"Fusion, Continental, Vegan, Healthy Superfoods",Vegan,1–2,"Low-carb, Immune boost, Diabetes-friendly, Gut health",Gluten,3,Occasionally,5+,150–250,₹200,Debit Card,Definitely,On-demand,3–4,"Loyalty points, Nutrition labels, Customizable, App-based tracking, Cancel-anytime, Recipe variety",Maybe,Maybe,Discounts
31,Male,75k–1L,Delhi NCR,Full-time,6–8,<15 min,None,Yes,1,"Cleaning up, Not cost-effective, Too tired, No time, No skills",After 9 PM,Self,"Italian, South Indian, Healthy Superfoods, Continental",Mixed,Never,"Immune boost, Balanced meals, Quick meal-prep, High-protein, Weight loss, Low-carb",None,3,Never,1–2 times,250–400,₹250,Debit Card,Definitely,3x/week,3–4,"Customizable, Loyalty points, No cleanup, Fast delivery, Easy cooking, Cancel-anytime",Maybe,Maybe,Free meals
32,Male,1.5L+,Delhi NCR,Part-time,<6,30–60 min,1–2,Yes,3,"Waste of ingredients, No ideas, Portioning issues, No time, Cleaning up, Too tired, Grocery hassle",After 9 PM,Hired help,"South Indian, Keto/High-protein, Chinese, North Indian, Continental",Eggetarian,1–2,"Weight loss, Gut health, High-protein, Low-calorie, Diabetes-friendly, Quick meal-prep",None,5,Regularly,Never,250–400,₹200,UPI,Definitely,On-demand,3–4,"Nutrition labels, Family plans, Cancel-anytime, Loyalty points, Easy cooking, Customizable",Definitely,Definitely,Discounts
29,Female,1L–1.5L,Hyderabad,Full-time,8–10,<15 min,3–4,No,1,"Cleaning up, Don't enjoy it, Too tired, Portioning issues, No ideas, No time",8–9 PM,Self,"Chinese, Mexican, Continental, Healthy Superfoods, North Indian, Keto/High-protein, South Indian",Vegetarian,Never,"Sustainable eating, Diabetes-friendly, Low-calorie, Gluten-free, Immune boost, Balanced meals, Gut health",None,3,Regularly,5+,150–250,₹200,UPI,Definitely,Weekly batch,1–2,"Loyalty points, Family plans, Nutrition labels, Fast delivery, Cancel-anytime, App-based tracking",Definitely,Maybe,Not important
34,Female,50k–75k,Bangalore,Full-time,6–8,30–60 min,5–6,No,3,"Portioning issues, No skills, Don't enjoy it, Waste of ingredients, Not cost-effective, No ideas",8–9 PM,Self,"Keto/High-protein, Continental, Mexican, Italian",Vegetarian,Never,"Gut health, High-protein, Weight loss, Low-carb, Diabetes-friendly",None,3,Occasionally,1–2 times,>400,₹200,Debit Card,Maybe,Weekly batch,3–4,"Loyalty points, Nutrition labels, Easy cooking, Family plans, Customizable, Cancel-anytime, Recipe variety, App-based tracking",Definitely,Definitely,Not important
33,Male,75k–1L,Pune,Student,6–8,15–30 min,None,Only on weekends,4,"Grocery hassle, No time, Not cost-effective, No skills, Don't enjoy it, Waste of ingredients",After 9 PM,Hired help,"Italian, Healthy Superfoods, Continental, Fusion, Mexican",Mixed,3–4,"Balanced meals, High-protein, Gut health, Low-carb, Muscle gain, Gluten-free",None,4,Regularly,3–4 times,250–400,₹300+,UPI,Maybe,Weekly batch,Daily,"Cancel-anytime, App-based tracking, Loyalty points, Recipe variety, Fast delivery, Customizable",Maybe,Definitely,Discounts
31,Female,1L–1.5L,Delhi NCR,Student,6–8,15–30 min,1–2,Only on weekends,2,"No time, Cleaning up, Portioning issues, Grocery hassle",Before 7 PM,Parent,"Vegan, South Indian, Chinese, Continental",Non-Vegetarian,Never,"Balanced meals, Immune boost, High-protein, Weight loss, Diabetes-friendly, Gut health, Muscle gain",Gluten,3,Never,1–2 times,<150,₹250,Credit Card,Maybe,On-demand,3–4,"Cancel-anytime, App-based tracking, Customizable, Nutrition labels, Recipe variety, Fast delivery",Definitely,Definitely,Discounts
41,Male,75k–1L,Bangalore,Part-time,6–8,<15 min,1–2,Only on weekends,2,"Waste of ingredients, Cleaning up, No skills, Grocery hassle, No ideas, No time",7–8 PM,Parent,"Asian, Fusion, Keto/High-protein, Continental, Vegan",Vegan,1–2,"Muscle gain, Weight loss, High-protein, Sustainable eating, Gut health, Balanced meals, Gluten-free, Diabetes-friendly",None,3,Never,1–2 times,250–400,₹150,UPI,Maybe,Weekly batch,3–4,"Family plans, Customizable, Fast delivery, Nutrition labels",Definitely,Definitely,Free meals
30,Male,1L–1.5L,Delhi NCR,Full-time,6–8,15–30 min,3–4,Yes,4,"Waste of ingredients, Don't enjoy it, Portioning issues, Grocery hassle, Too tired, No ideas, Not cost-effective, No time",Before 7 PM,Partner,"South Indian, Keto/High-protein, Mexican, Thai, Italian, Continental, Chinese, North Indian",Non-Vegetarian,1–2,"Weight loss, Gluten-free, Low-calorie, Immune boost, Quick meal-prep",None,5,Never,1–2 times,250–400,₹200,Cash,Maybe,On-demand,3–4,"Customizable, No cleanup, Easy cooking, Loyalty points",Maybe,Definitely,Discounts
35,Female,1.5L+,Pune,Homemaker,6–8,60+ min,5–6,No,3,"Not cost-effective, Don't enjoy it, Grocery hassle, Too tired, Portioning issues, No ideas",Before 7 PM,Self,"Mexican, Thai, Fusion, Italian, Chinese, North Indian, South Indian",Eggetarian,1–2,"Sustainable eating, Muscle gain, Diabetes-friendly, Low-carb, Balanced meals, High-protein, Gluten-free",None,4,Never,3–4 times,250–400,₹300+,Debit Card,Maybe,Weekly batch,1–2,"Cancel-anytime, Easy cooking, App-based tracking, No cleanup",Definitely,Maybe,Discounts
21,Male,30k–50k,Mumbai,Part-time,6–8,<15 min,5–6,Yes,3,"Too tired, Grocery hassle, No time, No skills, Cleaning up, Portioning issues, Waste of ingredients",8–9 PM,Self,"Italian, Asian, Fusion, Thai, Healthy Superfoods, Vegan, South Indian, Keto/High-protein",Non-Vegetarian,Never,"Diabetes-friendly, Weight loss, Muscle gain, Immune boost, Balanced meals, Gluten-free",None,4,Occasionally,3–4 times,250–400,₹200,UPI,Maybe,3x/week,5–6,"Nutrition labels, Easy cooking, No cleanup, Cancel-anytime, Fast delivery, App-based tracking, Loyalty points",Definitely,Definitely,Discounts
35,Male,75k–1L,Delhi NCR,Freelancer,8–10,30–60 min,1–2,No,2,"Waste of ingredients, No ideas, No skills, Portioning issues, No time, Grocery hassle",7–8 PM,Hired help,"Vegan, Healthy Superfoods, Continental, Chinese, Italian",Vegetarian,Never,"Low-carb, Gluten-free, Muscle gain, Balanced meals, Diabetes-friendly",None,3,Never,Never,250–400,₹200,Debit Card,Unlikely,On-demand,5–6,"Recipe variety, Nutrition labels, Easy cooking, Loyalty points, App-based tracking, Customizable, Cancel-anytime, Fast delivery",Maybe,Definitely,Discounts
30,Female,30k–50k,Bangalore,Part-time,10+,15–30 min,Daily,Yes,4,"Not cost-effective, Too tired, Don't enjoy it, No time",7–8 PM,Partner,"South Indian, Thai, Asian, North Indian, Continental, Keto/High-protein, Vegan",Vegetarian,Never,"Quick meal-prep, Immune boost, Muscle gain, Gut health, Low-carb, Balanced meals",None,3,Occasionally,1–2 times,>400,₹250,UPI,Definitely,3x/week,1–2,"Loyalty points, Family plans, Easy cooking, Recipe variety, No cleanup",Maybe,Maybe,Discounts
43,Male,50k–75k,Hyderabad,Full-time,6–8,<15 min,Daily,Yes,3,"Grocery hassle, No ideas, Waste of ingredients, Portioning issues, Don't enjoy it",8–9 PM,Partner,"Italian, Mexican, Continental, Asian, Thai, Healthy Superfoods, Fusion, South Indian",Non-Vegetarian,5+,"Balanced meals, Gut health, High-protein, Muscle gain, Sustainable eating, Diabetes-friendly, Quick meal-prep, Low-calorie",None,2,Never,1–2 times,<150,₹150,Cash,Definitely,3x/week,3–4,"Family plans, Customizable, Easy cooking, Loyalty points, Recipe variety",Definitely,Definitely,Free meals
32,Female,75k–1L,Chennai,Student,<6,<15 min,3–4,Only on weekends,2,"Waste of ingredients, No skills, Grocery hassle, No time, Cleaning up, Too tired, Not cost-effective",8–9 PM,Self,"North Indian, Italian, Fusion, Continental, Asian, Thai",Non-Vegetarian,1–2,"Low-carb, Immune boost, Muscle gain, Low-calorie, High-protein, Quick meal-prep, Gluten-free, Gut health",Eggs,1,Never,3–4 times,250–400,₹250,Debit Card,Definitely,Weekly batch,5–6,"Loyalty points, App-based tracking, Family plans, Recipe variety, Customizable",Definitely,Definitely,Free meals
40,Male,50k–75k,Other,Full-time,6–8,30–60 min,3–4,Yes,3,"No skills, Too tired, Cleaning up, Waste of ingredients",8–9 PM,Parent,"Italian, Fusion, Vegan, Continental",Vegetarian,3–4,"Immune boost, Muscle gain, Sustainable eating, Weight loss, Quick meal-prep, High-protein",None,4,Never,Never,<150,₹300+,Credit Card,Maybe,3x/week,5–6,"Family plans, Nutrition labels, Fast delivery, Customizable, Loyalty points, Easy cooking",Maybe,No,Free meals
33,Male,50k–75k,Mumbai,Part-time,6–8,15–30 min,5–6,No,1,"No time, Waste of ingredients, Too tired, Grocery hassle, Cleaning up, No ideas, No skills, Not cost-effective",8–9 PM,Self,"Asian, Thai, North Indian, Chinese, Healthy Superfoods",Non-Vegetarian,Never,"Weight loss, Muscle gain, Gut health, Gluten-free, Low-calorie",None,3,Regularly,5+,>400,₹200,Credit Card,Maybe,Weekly batch,Daily,"Customizable, Loyalty points, Fast delivery, Cancel-anytime, App-based tracking, Nutrition labels, Recipe variety",Maybe,Definitely,Free meals
37,Male,50k–75k,Bangalore,Full-time,8–10,<15 min,None,Yes,1,"Too tired, No time, No skills, Cleaning up, Waste of ingredients, Not cost-effective",7–8 PM,Partner,"Thai, Continental, North Indian, Healthy Superfoods",Vegan,1–2,"Weight loss, Quick meal-prep, Gluten-free, Muscle gain",None,1,Regularly,3–4 times,150–250,₹300+,Credit Card,Definitely,Weekly batch,5–6,"Nutrition labels, Easy cooking, Cancel-anytime, Customizable, No cleanup, Family plans",Definitely,Definitely,Discounts
31,Male,1.5L+,Mumbai,Student,6–8,<15 min,5–6,No,2,"Too tired, Waste of ingredients, Don't enjoy it, No time",After 9 PM,Alternates,"Fusion, Thai, North Indian, Healthy Superfoods, Chinese, Keto/High-protein, Italian",Vegan,1–2,"Muscle gain, Gut health, Balanced meals, Immune boost, Weight loss, Low-carb, Gluten-free, Quick meal-prep",None,4,Occasionally,Never,150–250,₹200,UPI,Definitely,On-demand,3–4,"Recipe variety, No cleanup, Easy cooking, Family plans, Loyalty points",Definitely,Definitely,Not important
36,Male,50k–75k,Bangalore,Student,8–10,30–60 min,1–2,Yes,3,"Not cost-effective, Too tired, Grocery hassle, Waste of ingredients",8–9 PM,Self,"South Indian, Healthy Superfoods, Fusion, Keto/High-protein, Thai",Vegetarian,1–2,"Gut health, Quick meal-prep, Sustainable eating, Weight loss",None,4,Occasionally,3–4 times,<150,₹250,Debit Card,Maybe,3x/week,5–6,"Nutrition labels, Recipe variety, Easy cooking, Family plans, Cancel-anytime, App-based tracking",Definitely,Definitely,Discounts
38,Female,75k–1L,Pune,Part-time,8–10,30–60 min,1–2,No,1,"No time, Cleaning up, Not cost-effective, Grocery hassle, No skills, Too tired",After 9 PM,Hired help,"South Indian, Fusion, Chinese, Asian, Thai",Mixed,5+,"Weight loss, Gut health, Immune boost, Diabetes-friendly",Nuts,4,Occasionally,3–4 times,150–250,₹200,Debit Card,Definitely,3x/week,Daily,"Easy cooking, Nutrition labels, Fast delivery, No cleanup, Family plans",Maybe,No,Free meals
36,Male,75k–1L,Mumbai,Student,8–10,15–30 min,5–6,Yes,1,"No time, Too tired, Grocery hassle, No ideas, Waste of ingredients, Cleaning up, Portioning issues",7–8 PM,Self,"Chinese, Vegan, North Indian, Mexican, Italian, Asian",Eggetarian,5+,"Gluten-free, Gut health, Immune boost, Quick meal-prep",None,2,Never,1–2 times,<150,₹200,UPI,Definitely,Weekly batch,3–4,"Family plans, Easy cooking, Loyalty points, Fast delivery, Customizable",Definitely,Definitely,Discounts
29,Female,50k–75k,Other,Freelancer,6–8,<15 min,1–2,No,2,"Don't enjoy it, No skills, No time, Cleaning up",8–9 PM,Self,"Chinese, Asian, Healthy Superfoods, Continental, South Indian",Non-Vegetarian,Never,"Weight loss, Diabetes-friendly, Immune boost, Sustainable eating",None,4,Occasionally,1–2 times,150–250,₹250,UPI,Maybe,Daily,3–4,"Cancel-anytime, Family plans, Loyalty points, Nutrition labels",Maybe,Definitely,Free meals
29,Male,50k–75k,Mumbai,Student,10+,30–60 min,3–4,Yes,2,"No ideas, Don't enjoy it, No skills, Grocery hassle, Portioning issues, Too tired, Not cost-effective",7–8 PM,Hired help,"Chinese, Thai, South Indian, Mexican, Continental, Vegan",Vegetarian,Never,"Diabetes-friendly, Quick meal-prep, High-protein, Low-carb",Lactose,3,Never,1–2 times,<150,₹200,UPI,Maybe,On-demand,5–6,"Family plans, Recipe variety, Fast delivery, Loyalty points, Easy cooking, No cleanup",Maybe,Definitely,Discounts
